prefix_len,prefix,count,sample_normalized
4,4643,14,4643705
4,8385,14,8385888
4,9513,14,9513949
4,6887,14,6887021
4,2185,14,2185586
4,7552,14,7552273
4,3697,14,3697772
4,6813,14,6813684
4,3661,14,3661492
4,6270,14,6270270
4,6064,14,6064327
4,8583,14,8583268
4,1149,14,11490888
4,4845,14,4845662
4,6232,14,6232304
4,9805,14,980504760908
4,6373,14,6373088
4,8006,14,8006920
4,9245,14,9245983
4,6173,14,6173738
4,4697,14,4697121
4,6829,14,6829882
4,6537,14,6537776
4,4689,14,4689778
4,6468,14,6468737
4,8876,14,8876376
4,8209,14,8209698
4,4066,14,4066900
4,1195,14,1195888
4,9608,14,960888
4,9256,14,92563406900
4,8442,14,844246364
4,5407,14,540719947
4,4731,14,4731561
4,8498,14,84983591057
4,5422,14,542211
4,6230,14,62304299
4,3846,14,38468008
4,8717,14,871794
4,2574,14,257400
4,7724,14,772400
4,0636,14,063600
4,4663,14,466300
4,0361,14,036160068
4,5715,14,571500
4,1032,14,103210000
4,5718,14,571833
4,0461,14,046102
4,6881,14,688102
4,3309,14,3309066
4,2385,14,23851002
4,6362,14,636250
4,8540,14,85400010
4,5307,14,530715
4,6867,14,686709
4,6920,14,692000
4,6432,14,643200
4,4538,14,453800
4,8277,14,82770707
4,0275,14,027518
4,8503,14,850322
4,3894,14,38948264
4,6862,14,686283
4,7116,14,711688
4,6162,14,616263
4,0745,14,07455512655
4,5906,14,590690400198
4,7923,14,79237241505
4,7520,14,752003
4,7686,14,768611103
4,6885,14,6885653011684
4,4967,14,496775
4,4030,14,403030004
4,5744,14,5744365
4,4875,14,487582
4,9882,14,9882188820118
4,6528,14,6528899050
4,5385,14,5385174
4,1853,14,18530888
4,2039,14,2039888
4,0226,14,02264260
4,2804,14,28042014
4,0829,14,0829248005
4,6978,14,697888
4,4863,14,4863888
4,1135,14,1135888
4,6048,14,6048888
4,2617,14,2617888
4,3788,14,3788887
4,5741,14,5741179
4,6486,14,6486843
4,9976,14,9976262
4,1496,14,1496888
4,2703,14,2703888
4,1527,14,1527888
4,2419,14,2419888
4,3270,14,3270888
4,4108,14,4108888
4,1799,14,1799888
4,3781,14,3781888
4,2098,14,2098888
4,2918,14,2918888
4,2808,14,2808888
4,7612,14,761267210
4,7784,14,77843236241
4,1744,14,1744888
4,1927,14,1927888
4,1243,14,1243888
4,5506,13,55060026
4,0709,13,070977
4,1050,13,10501800775
4,7476,13,7476408404
4,5509,13,550922768
4,8084,13,8084288449
4,7447,13,7447447246
4,8062,13,8062809500
4,2806,13,2806095
4,8137,13,8137010870
4,6765,13,6765356
4,6783,13,6783985
4,9844,13,9844030831
4,7297,13,7297972046
4,7107,13,7107568
4,7703,13,7703706
4,6283,13,6283830697477
4,5186,13,5186027
4,4627,13,4627905
4,6493,13,649397993
4,7974,13,79747017
4,7505,13,7505456444
4,7529,13,7529115052
4,7555,13,75556860
4,7295,13,72951303107
4,9525,13,952590250
4,0393,13,0393440663370
4,0131,13,013174742198
4,4798,13,4798888977
4,7651,13,7651834012
4,4788,13,4788978
4,5318,13,5318889
4,9207,13,92075701
4,0619,13,06199181144
4,6022,13,6022075
4,7302,13,7302037
4,7284,13,7284388
4,0785,13,07852106817
4,7816,13,7816525615
4,1429,13,1429869893
4,7773,13,7773343263
4,7808,13,7808168898
4,9212,13,921255051
4,3284,13,3284119
4,6204,13,620460
4,7110,13,71100025
4,4082,13,408200
4,3582,13,358200
4,0663,13,066311
4,4142,13,414203
4,7185,13,718500
4,4768,13,476877
4,8003,13,800388
4,3193,13,319320
4,5714,13,571400
4,0223,13,022365
4,6789,13,678910
4,4993,13,499341895990
4,0158,13,01582415697
4,9202,13,920215830392
4,2754,13,27546399450
4,7894,13,789427
4,9798,13,979896559958
4,6349,13,634959671
4,4187,13,418748374
4,8192,13,81924065657
4,5328,13,532867089
4,7673,13,767300
4,7181,13,718128
4,0667,13,0667726
4,9782,13,9782181
4,5743,13,574388806
4,1138,13,113896518
4,9392,13,9392316
4,7117,13,711711
4,7430,13,7430822
4,6327,13,63274004
4,2074,13,2074950377
4,4973,13,49734704
4,3182,13,31828202
4,2184,13,218450
4,9935,13,993501
4,5346,13,534663489
4,3578,13,357800004
4,6407,13,6407063
4,3148,13,31481904
4,3275,13,327541217
4,2795,13,2795222020433
4,2453,13,2453344
4,6888,13,68881504
4,7644,13,7644606050
4,9567,13,956735521
4,6426,13,642609349
4,1176,13,1176888
4,6093,12,609370593
4,3054,12,3054611346
4,4375,12,43757522
4,0857,12,0857215581
4,8082,12,8082786
4,1217,12,121706
4,8495,12,84959203736
4,0819,12,081972
4,5257,12,525720703
4,2041,12,2041979
4,7013,12,7013477512
4,5823,12,582348381
4,7051,12,7051007100
4,7993,12,7993466
4,0767,12,0767533672
4,0133,12,0133477066
4,0126,12,0126767717
4,0629,12,0629601270
4,5907,12,5907075
4,9549,12,9549344760
4,5209,12,5209954
4,4723,12,4723021
4,8409,12,8409358
4,1065,12,1065212
4,7569,12,7569756
4,1069,12,1069610
4,5448,12,5448843
4,7307,12,7307251
4,7628,12,7628720
4,8474,12,8474096
4,8119,12,8119750
4,1187,12,11878888
4,1177,12,11773888
4,6729,12,67296917
4,7715,12,77152420843
4,7456,12,74565465465
4,3588,12,35889063
4,0575,12,057593
4,4632,12,46320231
4,9025,12,9025423
4,3093,12,30932599
4,6403,12,6403941
4,8222,12,8222247
4,1629,12,1629249
4,2443,12,2443414
4,3726,12,3726911913
4,1767,12,17672778399
4,0144,12,01449612033
4,4312,12,43123216
4,7803,12,7803060281
4,5992,12,5992917
4,8900,12,890011
4,7309,12,7309712670
4,7519,12,751987
4,5478,12,547894445
4,3286,12,3286961
4,4181,12,418116
4,4667,12,466716
4,4182,12,418200050
4,4152,12,415200072
4,0576,12,057656
4,7840,12,78400065
4,7601,12,760112
4,0513,12,051356
4,7270,12,727000
4,1066,12,10661160
4,5995,12,599510000
4,5941,12,594110
4,5202,12,520250
4,2700,12,270000
4,1051,12,1051303063000
4,5134,12,5134602
4,8881,12,888111
4,0211,12,021148
4,6056,12,605606
4,7242,12,724206
4,4624,12,462400
4,0613,12,061300
4,6066,12,606607
4,7103,12,710300
4,0725,12,072550
4,5372,12,537200
4,6780,12,678000
4,0718,12,071800
4,4675,12,467500
4,5315,12,531531
4,6398,12,63981890
4,1632,12,163263
4,1745,12,174502
4,7102,12,710200
4,9201,12,920105
4,5116,12,511600
4,2471,12,247100
4,4023,12,402368
4,4766,12,476600
4,8107,12,810760
4,0510,12,0510888
4,5135,12,513506
4,7311,12,731100
4,5112,12,5112500
4,4674,12,467400
4,2394,12,239400
4,3231,12,323112
4,4215,12,4215664
4,3035,12,303520
4,1233,12,123304
4,5969,12,5969115
4,0642,12,064200
4,1685,12,16851692
4,8130,12,8130724297
4,5319,12,53192004
4,9897,12,9897231450
4,8569,12,8569047413
4,6402,12,640221050469
4,5377,12,537770053
4,5368,12,536887721
4,5831,12,583179502
4,5727,12,572766706
4,3547,12,35475804
4,4653,12,4653567
4,0759,12,07595512460
4,0802,12,08026842256
4,1485,12,1485888
4,2909,12,2909888
4,1676,12,1676888
4,2751,12,2751888
4,2937,12,2937888
4,1473,12,1473888
4,1542,12,1542000
4,4292,12,4292888
4,1495,12,1495888
4,4047,12,4047888
4,4070,12,4070888
4,9368,12,936888
4,2078,12,2078888
4,2478,12,2478888
4,4068,12,4068888
4,2837,12,2837888
4,4831,12,4831888
4,4038,12,4038888
4,2902,12,2902888
4,2807,12,2807888
4,4702,12,4702888
4,3757,12,3757888
4,1463,12,1463888
4,3768,12,3768888
4,2595,12,2595888
4,9073,12,9073888
4,2924,12,2924888
4,2962,12,2962888
4,2568,12,2568888
4,3722,12,3722888
4,8049,12,8049888
4,7564,12,75645645456
4,1186,12,1186888
4,1576,12,1576888
4,9438,12,943888
4,1265,12,1265888
4,3287,12,3287888
4,3397,12,3397888
4,0609,12,06092017
4,5309,12,530986549
4,7350,12,735087
4,9870,11,9870539
4,3109,11,3109800025
4,3228,11,3228937392
4,9226,11,9226704
4,7417,11,7417708
4,4148,11,4148994
4,6490,11,6490125
4,5740,11,57408390
4,8202,11,820299
4,0339,11,033981958
4,5111,11,511101
4,4603,11,4603808
4,5154,11,51543033
4,9019,11,9019998
4,5745,11,5745457
4,4866,11,4866614
4,9474,11,947407072270
4,9524,11,95245663
4,7320,11,7320032
4,6753,11,675300
4,5748,11,57487302650
4,9515,11,95152872100080
4,8531,11,8531883
4,4891,11,4891419
4,9509,11,9509584
4,4978,11,497877559868
4,0457,11,04571369
4,2274,11,22742015
4,1589,11,1589767287
4,4686,11,46864854
4,2027,11,202715204
4,2984,11,298498804
4,6109,11,6109760538
4,4053,11,405313304
4,3413,11,3413933
4,6636,11,66364804
4,2818,11,28187304
4,7313,11,73130403
4,2639,11,2639664
4,4098,11,40980604
4,3795,11,379500
4,8412,10,841237565044
4,9062,10,90626056
4,4116,10,41166220
4,9592,10,9592010814
4,8204,10,8204485923
4,2702,10,270215927660
4,7098,10,709852104962
4,5774,10,577495068
4,5192,10,519280808
4,5990,10,599035529
4,5886,10,588673207
4,5892,10,589205672
4,6475,10,64752118956
4,9921,10,992186837
4,8121,10,8121077778
4,5899,10,589903448
4,8068,10,8068501220
4,6883,10,688337369
4,7984,10,7984433308
4,0910,10,0910225100
4,8719,10,8719084
4,4619,10,461968
4,6071,10,60716080
4,9020,10,902090
4,9286,10,928619
4,9506,10,950621
4,8984,10,8984771
4,9044,10,9044544811
4,9768,10,97688114888
4,8756,10,87564762298
4,8129,10,8129488
4,7393,10,7393811
4,8941,10,8941048
4,8443,10,8443851
4,2964,10,2964996
4,7484,10,7484869
4,5987,10,5987589
4,4830,10,4830753
4,9433,10,9433744
4,7240,10,7240236
4,7593,10,7593358
4,7696,10,7696234
4,4626,10,4626911
4,8489,10,8489469
4,6095,10,609520
4,3896,10,3896828
4,5489,10,5489313
4,9124,10,9124647
4,3560,10,3560195
4,6008,10,6008802
4,4771,10,47710298629
4,0915,10,0915150833
4,6711,10,671137
4,5188,10,518800
4,4711,10,471100
4,3729,10,3729457
4,0309,10,030900
4,5417,10,541700
4,5746,10,574685
4,9408,10,940867506
4,8010,10,801026
4,4031,10,403100021
4,5760,10,576000
4,1536,10,153606
4,8998,10,899876
4,0313,10,031300
4,8356,10,83563628
4,3294,10,329407
4,7213,10,721300
4,0377,10,037762035359
4,2991,10,29911222
4,2316,10,231633
4,5871,10,5871132
4,6804,10,680426
4,9061,10,9061506109
4,2913,10,29132004
4,4105,10,4105059219081
4,5414,10,541430593
4,5935,10,593512318
4,5953,10,59533999
4,5709,10,570945070
4,5922,10,592211226
4,5394,10,539469033
4,4986,10,49863604
4,6878,10,687880
4,7264,10,726439666429
4,7833,10,783330203
4,7285,10,72850504
4,7122,10,71225450
4,4056,10,405622004
4,0362,10,03623204
4,3137,10,31372304
4,3790,10,37908404
4,6840,10,68406904
4,3849,10,38497704
4,3653,10,36535204
4,7684,10,768406803
4,8126,10,812629050
4,4948,10,49484304
4,3881,10,38816604
4,4877,10,48779204
4,8341,10,83414403
4,6707,10,67070504
4,3858,10,385881
4,6231,10,6231110050
4,4871,10,48717704
4,7335,10,73357906
4,3835,10,38356004
4,8444,10,8444488
4,4942,10,494212442267
4,9837,10,983723236992
4,7599,10,7599245
4,5494,10,549444
4,9697,10,9697144232897
4,0992,10,0992927703078
4,2399,10,239912391075
4,0917,10,0917383551321
4,3915,10,3915555
4,0994,10,0994502181006
4,0357,10,035722490995
4,0112,10,01127834505047
4,2109,10,210927204
4,0668,10,066886088
4,7825,10,782564403
4,9721,10,972122716954
4,5776,10,577691006
4,3959,10,3959800
4,7033,10,7033600986
4,2998,10,2998177
4,3647,10,3647570
4,0125,10,01254699557
4,3743,10,3743405
4,8073,10,807363604
4,3354,10,335432404
4,0669,10,066901511
4,0479,10,047949560
4,3961,10,39611104
4,4081,10,408113004
4,0946,10,094602841
4,8054,10,805436804
4,9564,10,9564012042
4,4975,10,49751104
4,6812,10,681201002
4,6233,10,6233648
4,9634,10,96341359022
4,3562,10,35621554955
4,9864,10,986415258843
4,9435,10,94351501095
4,2982,10,298216679
4,7482,10,7482435311
4,4685,10,46859079252
4,0116,10,01162741133
4,4968,10,49683186849
4,8175,10,81757810371
4,0494,10,049400630
4,8770,10,8770165050
4,7668,10,7668822
4,6931,10,69316204
4,0191,10,01912739239
4,0665,10,066512944
4,6005,10,600556534600
4,6989,10,69897704
4,8235,10,82351104
4,4995,10,499547
4,8706,10,87062304
4,3889,10,38891904
4,7846,10,78463326123
4,2506,10,2506414343345
4,4897,10,48971404
4,8539,10,85394704
4,3714,10,37147704
4,0384,10,03846424
4,6029,10,6029040050
4,4956,10,495606
4,3077,10,307753804
4,6239,10,62391804
4,7222,10,7222255
4,8758,10,87587604
4,6914,10,69142904
4,3571,10,35711704
4,6968,10,696812
4,8842,10,88429804
4,6346,10,634621
4,6229,10,622987
4,8553,10,85533304
4,6153,10,61539904
4,6069,10,606987604
4,8513,10,85133204
4,6980,10,69801804
4,8504,10,85046604
4,8542,10,85421204
4,6831,10,68310804
4,8535,10,85352304
4,7360,10,73606004
4,4898,10,48986704
4,8563,10,85633104
4,2963,10,296366604
4,0498,10,049802689
4,7153,10,7153865421
4,8707,10,8707459690
4,3586,10,35863275782
4,4782,10,478284004
4,6771,10,677142604
4,8854,10,885488804
4,8784,10,878434104
4,6275,10,627558402
4,0236,10,023614518
4,5149,10,5149634482
4,0390,10,0390636307699
4,0173,10,0173450602
4,4097,10,4097888
4,6494,10,6494888
4,5332,10,5332888
4,4166,9,4166708351
4,9418,9,94189629
4,9011,9,9011761378
4,9912,9,9912451201
4,8247,9,8247459001
4,9052,9,9052003562
4,7067,9,7067679999
4,5705,9,570552
4,8469,9,84692498328
4,7451,9,7451837
4,3993,9,3993498
4,2514,9,2514090
4,4858,9,485889
4,6870,9,6870034
4,6338,9,6338444
4,7199,9,7199605
4,6171,9,6171702
4,9569,9,9569866
4,8743,9,8743114
4,8393,9,8393302
4,6214,9,6214434
4,7444,9,7444528
4,2326,9,2326777
4,0276,9,02762317336
4,5148,9,514801
4,4652,9,465217
4,0326,9,032600
4,6205,9,620500
4,8303,9,830301
4,6186,9,618620
4,4907,9,49077770
4,7643,9,76430424
4,7031,9,703100038
4,8103,9,810322
4,1417,9,14176503
4,4061,9,4061130
4,7353,9,735300
4,9333,9,93337000
4,7138,9,713800
4,0252,9,025250
4,8181,9,818188
4,6740,9,67409596
4,6308,9,630833
4,2709,9,27092710
4,7352,9,735200
4,0299,9,029991
4,7037,9,703705
4,2799,9,279956418
4,8774,9,87745000
4,6910,9,691001
4,4010,9,401030024
4,8132,9,813272
4,1263,9,126393
4,0233,9,023315
4,6886,9,688688
4,6382,9,6382382
4,8094,9,80945571
4,0355,9,035515
4,7425,9,742500
4,8455,9,845550
4,6168,9,616850
4,6219,9,621908
4,0283,9,028300
4,6302,9,6302610000
4,6063,9,606355
4,7114,9,711400
4,9937,9,9937773000
4,2809,9,2809152
4,7445,9,7445899
4,8183,9,8183689616
4,6722,9,6722219
4,4958,9,495872831
4,2293,9,229377
4,3845,9,384590
4,0181,9,01811970
4,3668,9,36685204104
4,9957,9,99577524444
4,6761,9,6761999
4,7443,9,744392104
4,4588,9,45881104
4,3616,9,36165104
4,3583,9,3583888
4,7907,9,7907888
4,0620,8,062052806095
4,7748,8,77487538
4,4293,8,4293448
4,9295,8,929544366
4,9134,8,913424580
4,2509,8,25092222
4,5993,8,599323434
4,5946,8,594644757
4,9553,8,9553428989
4,7742,8,7742814212
4,3537,8,35378475
4,3075,8,3075779966
4,4645,8,4645269361
4,9016,8,901609
4,9033,8,9033679
4,8284,8,8284488
4,7576,8,7576427
4,5609,8,5609876
4,6797,8,6797332
4,8085,8,8085222
4,5903,8,5903171
4,6291,8,6291985
4,5420,8,5420536
4,3669,8,36693707
4,7161,8,71616088
4,8388,8,8388881
4,8983,8,898384
4,5603,8,5603481
4,8403,8,8403935
4,9961,8,9961986
4,4764,8,4764632
4,7217,8,7217272
4,4691,8,4691991
4,8955,8,8955554
4,3777,8,3777703
4,8982,8,898219
4,7787,8,7787780
4,3056,8,305600
4,6859,8,6859561
4,7755,8,7755706
4,6429,8,6429725
4,8322,8,8322103
4,5325,8,532531
4,9268,8,926888
4,9778,8,977888
4,9228,8,922873007
4,8783,8,87833941
4,3427,8,3427760000
4,0839,8,0839981070
4,0823,8,0823665370
4,٦٦٠٠,8,٦٦٠٠٠٧٨١
4,4065,8,406593580
4,2374,8,237400
4,5750,8,5750364
4,5830,8,5830461
4,7168,8,716800
4,1054,8,105401
4,4024,8,402460
4,7025,8,702518000
4,7214,8,721400
4,0318,8,03187024306
4,8411,8,841116
4,8336,8,833600
4,7301,8,730107
4,4654,8,465450
4,5801,8,580188
4,0471,8,047100
4,3715,8,3715200
4,1683,8,16831522
4,5910,8,59100000
4,9991,8,9991234
4,6082,8,608200092
4,1178,8,117860815
4,8320,8,832000
4,0621,8,062150
4,4721,8,472100
4,7232,8,723200
4,0631,8,063100
4,4651,8,465150
4,8058,8,805806
4,5182,8,518213
4,9913,8,991314
4,3883,8,38832803
4,4762,8,476200
4,6021,8,602100010
4,0109,8,010998
4,5729,8,572900
4,6775,8,677500
4,7131,8,713100
4,0271,8,027178
4,0597,8,0597123
4,8334,8,83345702
4,5147,8,514788
4,6483,8,64835999
4,0330,8,033000
4,0231,8,023120
4,3678,8,3678299
4,9981,8,998188
4,6271,8,627150
4,4742,8,474250
4,0574,8,057430
4,0391,8,0391114
4,1755,8,175547886
4,3566,8,356677
4,4734,8,473406
4,7180,8,718000
4,4636,8,46363000
4,8266,8,82663336
4,7512,8,751200
4,0682,8,068250
4,0284,8,028400
4,4175,8,417500
4,5375,8,537500
4,0516,8,051688
4,8448,8,844804
4,0143,8,014300
4,7371,8,737171403
4,5369,8,536999
4,0594,8,0594315
4,5703,8,570314
4,4009,8,400900
4,5129,8,51299877
4,7450,8,745000
4,1431,8,143105
4,0898,8,0898888
4,6374,8,637400
4,5728,8,572800
4,8791,8,87917094
4,4655,8,4655602430023
4,4157,8,415700
4,7234,8,723400
4,0618,8,061800
4,7193,8,719319
4,6376,8,637625
4,2192,8,2192200
4,7330,8,733000
4,3257,8,325700
4,5790,8,5790064
4,7681,8,7681312
4,6869,8,686926
4,0734,8,07344638
4,9585,8,95856189
4,7719,8,7719999095
4,3559,8,3559702
4,8038,8,8038147468
4,7167,8,716738644
4,9372,8,93728530935
4,5874,8,5874389577
4,5747,8,574758
4,9017,8,901780088
4,5468,8,546856336
4,6990,8,69905600
4,7331,8,7331371
4,5844,8,58449204
4,6320,8,6320620
4,5846,8,58464706
4,5313,8,5313223
4,7431,8,7431431
4,4634,8,463436
4,5357,8,53573204
4,0587,8,0587614238
4,2172,8,2172280
4,5502,8,550297543
4,7369,8,7369896
4,5193,8,519366050
4,7637,8,7637770
4,5733,8,573306206
4,5342,8,534283306
4,5838,8,5838445
4,2834,8,2834148
4,5772,8,5772888
4,7248,8,7248888
4,5608,8,5608888
4,7488,8,7488888
4,8298,8,8298888
4,5751,8,5751888
4,5793,8,5793888
4,3591,8,3591888
4,5952,8,5952888
4,5968,8,5968888
4,1157,8,1157888
4,0696,8,0696751428
4,6191,8,619176285633
4,0735,8,0735613530
4,0834,8,0834821676
4,1493,8,1493888
4,1499,8,1499888
4,5870,8,5870740
4,9269,8,92695540188
4,3268,8,3268888
4,0845,8,0845036864
4,3058,8,3058888
4,3076,8,3076888
4,1906,8,1906888
4,2324,8,2324888
4,4872,8,4872888
4,9103,8,9103888
4,5708,8,5708888
4,7322,8,7322888
4,6716,8,6716888
4,7364,8,7364888
4,7293,8,7293888
4,5928,8,5928888
4,8199,8,8199888
4,2849,8,2849888
4,2759,8,2759888
4,2748,8,2748888
4,2839,8,2839888
4,2769,8,2769888
4,3797,8,3797888
4,3564,8,3564888
4,5908,8,5908888
4,٩٦٦٥,8,٩٦٦٥٥٥٠٢٩٣٠٧
4,7818,8,78184569020
4,7827,8,782766060
4,5304,8,530499617
4,3997,8,399707738
4,9424,8,942432856
4,6732,8,6732340093
4,7316,8,73163077777
4,9523,8,952385
4,6159,8,615943568
4,2457,8,2457888
4,2375,8,2375888
4,8251,8,82514412898
4,7039,7,70397268
4,6133,7,6133161518
4,0599,7,0599359297
4,2409,7,24091968
4,7077,7,7077096503
4,5849,7,584963
4,0349,7,03495206145
4,6746,7,67467965
4,0777,7,0777797035
4,9505,7,9505626262
4,8716,7,87163949242
4,8463,7,84638647967
4,0686,7,0686159
4,9527,7,95273313
4,9799,7,979959
4,0944,7,094456
4,6834,7,6834844
4,7388,7,7388065
4,7562,7,7562818
4,5379,7,5379642
4,7516,7,7516542
4,7498,7,7498024
4,8999,7,8999777
4,5179,7,5179977
4,6004,7,6004748
4,4714,7,4714444
4,9079,7,907950
4,8338,7,8338234
4,7954,7,7954177549
4,6697,7,66977423
4,8016,7,80165610
4,9227,7,9227815
4,3780,7,3780529658109
4,7893,7,789375
4,8331,7,83311919
4,7578,7,75786398207
4,7603,7,760326
4,7184,7,7184061027
4,9290,7,9290000000
4,7563,7,7563955339
4,7329,7,732909
4,8433,7,843382
4,5873,7,58735607
4,7225,7,722518648
4,4874,7,4874598
4,8487,7,8487172
4,1228,7,12282822107
4,1711,7,1711888
4,7751,6,77514345
4,7674,6,7674944037
4,5997,6,599702787
4,8118,6,8118270992
4,7397,6,7397889523
4,8956,6,8956166626
4,6922,6,692262670514
4,8991,6,8991111
4,9347,6,9347695984
4,2528,6,2528446
4,6793,6,6793159
4,6387,6,6387882
4,8951,6,8951898
4,5753,6,5753193
4,8722,6,8722452
4,8434,6,8434896
4,8407,6,8407728
4,8733,6,8733918
4,4787,6,4787758
4,7249,6,7249680
4,9927,6,9927442
4,3174,6,3174970
4,9502,6,9502237
4,2843,6,2843799
4,9604,6,9604980
4,5900,6,5900529
4,5809,6,5809609
4,6752,6,6752678
4,٩٩٨٨,6,٩٩٨٨٩٨٨٦
4,٠٥٠٥,6,٠٥٠٥٢٠٢٠٤٥
4,١009,6,١00966505458184
4,5602,6,560291946
4,0800,6,080000549
4,5930,6,593003333
4,3036,6,30365102200063
4,8021,6,802100011
4,9847,6,98471000
4,8028,6,802803
4,8066,6,80666999
4,9905,6,990523
4,5911,6,591168
4,1737,6,173773
4,5782,6,57821111
4,7407,6,740710
4,1406,6,14061407
4,5344,6,534426426
4,8460,6,8460000000
4,5905,6,590502290
4,9788,6,97888511
4,9402,6,9402666786
4,9959,6,99599437733
4,4873,6,48737904
4,0901,6,090107
4,5852,6,585208204
4,4016,6,4016888
4,3724,6,3724888
4,2060,6,2060888
4,4037,6,4037888
4,3739,6,3739888
4,3756,6,3756888
4,4064,6,4064888
4,3767,6,3767888
4,3784,6,3784888
4,4091,6,4091888
4,7680,6,7680620857
4,7015,6,70154498705
4,7734,6,77346223473
4,4999,6,4999909999
4,7459,6,7459747017
4,7172,6,7172402201
4,7136,6,71367434
4,9868,6,9868884
4,7815,6,78151481080
4,7189,6,71891988
4,8926,6,89269027828
4,8912,6,89127498024
4,8467,6,84670765
4,0637,6,0637769
4,0328,6,03288449
4,2819,6,2819888
4,4018,6,4018888
4,1796,6,1796888
4,4460,6,4460888
4,4128,6,4128888
4,2539,6,2539888
4,3087,6,3087888
4,2504,6,2504888
4,1482,6,1482888
4,1625,6,1625888
4,2908,6,2908888
4,1655,6,1655888
4,4063,6,4063888
4,2938,6,2938888
4,1675,6,1675888
4,1649,6,1649888
4,2187,6,2187888
4,1674,6,1674888
4,1189,6,1189888
4,5789,6,5789888
4,1638,6,1638888
4,5926,6,5926888
4,5796,6,5796888
4,5806,6,5806888
4,0747,6,07470226188
4,2960,6,2960888
4,2981,6,2981888
4,3799,6,3799888
4,2916,6,2916888
4,1266,6,1266888
4,1948,6,1948888
4,1641,6,16412844102
4,9285,6,928568413
4,5498,6,549814415
4,9447,6,944777369176
4,5904,6,590421000
4,2596,6,2596888
4,1627,6,1627888
4,0106,5,01065444462
4,7305,5,7305415317
4,8423,5,84231004
4,7994,5,7994336
4,3399,5,3399555
4,4605,5,4605046
4,0239,5,0239440
4,7018,5,701805
4,0371,5,037188
4,6837,5,683701
4,7441,5,74411121
4,6915,5,69155104
4,7162,5,71623204
4,9249,5,92492760033
4,3549,5,35493605524
4,7268,5,7268401
4,9117,5,911722224141
4,9838,5,983825221330
4,4709,5,47094479272
4,0896,5,089615970620
4,7395,5,73952703583
4,0189,5,01895235023
4,9972,5,99724426
4,8101,5,8101494
4,0289,5,02890625261
4,0387,5,038733218944
4,0962,5,0962796473026
4,3297,5,329795804
4,7455,5,745555504
4,0997,5,099733927679
4,8177,5,8177154120
4,0497,5,04972007
4,0229,5,022996767
4,8966,5,8966505620717
4,8755,5,87556333
4,9672,5,9672243116
4,6801,5,6801515
4,9636,5,963606500
4,9520,5,952091
4,9616,5,9616600608
4,9157,5,9157616786
4,0141,5,01415761029
4,0970,5,097042351800
4,9322,5,93220750
4,0478,5,047891078
4,8243,5,82435442446
4,8914,5,89141875757
4,8255,5,82556816974
4,8263,5,82632287527
4,3574,5,35740006
4,6773,5,677306302
4,7745,5,7745458050
4,0135,5,01352672395
4,7647,5,7647272
4,3698,5,369886304
4,0259,5,025993685
4,9362,5,93624305
4,6809,5,680924
4,6708,5,670819833
4,7299,5,729928890
4,9311,5,931189296
4,3587,5,358764263
4,9132,5,913281826
4,6918,5,691818
4,6274,5,6274544050
4,4913,5,49133704
4,4592,5,45923604
4,9754,5,97544580994
4,7571,5,757154100
4,4728,5,472801676
4,7565,5,756535225
4,1998,5,1998127
4,6177,5,6177933
4,6108,5,610894018797
4,0195,5,01952630086
4,9036,5,9036451941
4,0122,5,01222124811
4,7424,5,74242261534
4,4127,5,4127410212
4,9137,5,91377086259
4,9709,5,97092681683
4,0270,5,027082311
4,0152,5,01524380700
4,3742,5,374227774
4,6185,5,6185594597
4,2480,5,248083742
4,9336,5,933617805054
4,8173,5,8173669446
4,9335,5,93355839339
4,8917,5,89175631243
4,8342,5,83425351709
4,0476,5,047680247
4,9706,5,97065730740
4,8178,5,81788436170
4,8147,5,814733931122
4,9674,5,9674221039
4,5861,5,5861041
4,3260,5,3260333
4,4775,5,4775555
4,4589,5,458911
4,6860,5,68604003
4,9159,5,915912478816
4,0648,5,064811637
4,0989,5,0989121120855
4,6194,5,6194850486
4,4313,5,431361104
4,2173,5,21731402
4,3870,5,38706004
4,6884,5,68841404
4,8242,5,824232036
4,4086,5,408666604
4,9824,5,982417288262
4,8145,5,81454346149
4,7834,5,783443104
4,3267,5,326700
4,6932,5,69327604
4,2893,5,289393904
4,6273,5,62738304
4,6619,5,66195704
4,7188,5,71885304
4,6865,5,68656804
4,6973,5,69731504
4,6939,5,69390004
4,7279,5,72793904
4,4862,5,4862445959
4,7047,5,7047077
4,6495,5,6495606
4,7384,5,73843459470
4,0680,5,068080299
4,7216,5,721666603
4,4876,5,487664
4,4756,5,4756323232
4,5138,5,5138765
4,0679,5,0679433
4,6174,5,6174097
4,9071,5,9071738
4,7732,5,773272211429
4,7486,5,74862543927
4,9421,5,94216816
4,9971,5,9971503300268
4,4894,5,4894898
4,5764,5,5764306
4,7323,5,73237389
4,7325,5,7325944299004
4,6819,5,681934
4,3728,5,37284604
4,7661,5,766119303
4,4311,5,431165004
4,3926,5,392636
4,7943,5,7943737050
4,6749,5,6749345050
4,8445,5,84451203
4,3841,5,38418604
4,4965,5,49652104
4,8125,5,812503050
4,7438,5,743811706
4,4611,5,4611992050
4,7676,5,767682104
4,0237,5,02371836406
4,6329,5,63299123107
4,6406,5,6406404050
4,0673,5,067310735
4,0282,5,028233641
4,9858,5,9858216
4,7481,5,748184006
4,6052,5,605252004
4,8381,5,8381333
